dataset,model,mode,prompt_style,question_id,q_type,q_level,q_category,question,ground_truth,model_response,exact_match,row_f1,precision,recall,eval_status,latency_seconds,input_tokens,output_tokens
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ059,comparison,hard,comparison,"Comparing the Scottish musician who wrote the second single from the album ""12 Memories"" and the American composer who scored the 1989 film ""Batman"", how many years older is the American composer?",20,,0,0.0,0.0,0.0,evaluated,21.801,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ060,bridge,hard,bridge,"Considering the South Korean film director born on May 4, 1975, who directed a 2011 war film set during the Korean War ceasefire and a 2017 historical action drama starring Song Kang-ho, what is the difference in years between the release year of the war film and the release year of the historical action drama?",6,,0,0.0,0.0,0.0,evaluated,20.188,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ061,comparison,hard,comparison,"Considering the American actor who starred as the magician Oscar Diggs in the 2013 fantasy prequel directed by Sam Raimi and the Indian actor who made his debut in the 1992 romantic drama directed by Raj Kanwar, which performer was born earlier, and by how many years?",Shah Rukh Khan by 13 years,,0,0.0,0.0,0.0,evaluated,20.893,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ064,bridge,hard,bridge,"Considering the genus of mosses that is composed principally of peat used in the low-pH compost required by plants which cannot tolerate alkaline soil and are described as ericaceous, what is the approximate number of accepted species in that genus?",380,approximately 380,0,0.666667,0.5,1.0,evaluated,30.291,2553.0,306.0
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ065,bridge,hard,bridge,What is the length in miles of the tributary that begins west of the unincorporated community named for Richard Arthur and empties into the Monongahela River at Morgantown?,24.6,24.6 mi,0,0.666667,0.5,1.0,evaluated,50.853,1343.0,223.0
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ073,comparison,hard,comparison,"Among the publications described in the provided documents that are explicitly identified as magazines, which one is published by a company headquartered in Germany, and what is the name of that publishing company?",Bauer Media Group,Heat Bauer Media Group,0,0.857143,0.75,1.0,evaluated,37.983,2342.0,328.0
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ075,comparison,hard,comparison,"Among the shrub species belonging to the genus described as containing about 400 species of herbs and shrubs in the mimosoid clade of the legume family Fabaceae, which species is explicitly noted as having been reclassified from a prior classification as Mimosa biuncifera following a taxonomic revision proposed by Rupert C. Barneby in 1986?",Mimosa texana,,0,0.0,0.0,0.0,evaluated,36.23,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ077,comparison,hard,comparison,"Among the American musicians who founded the heavy metal band Ratt and also formed the alternative metal band Vicious Delite in 1995, which one co-wrote the song ""Back For More"" with the bassist who currently owns MT Studios for BlueThumbProductions in Burbank, California?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ078,bridge,hard,bridge,"The American rapper who founded the Freebandz label imprint after signing with Epic Records and A1 Recordings released a song edited for radio as ""Shhh..."" that peaked at number 34 on the US Billboard Hot R&B/Hip-Hop Songs chart; what is the birth date of that rapper?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ079,bridge,hard,bridge,"The American actress who provided voice work for a Mexican-American animated action comedy film produced by Classic Media, Ánima Estudios, and Santo Domingo Films, and who is also known for portraying Naruto Uzumaki in the English version of Naruto, was born on what date?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ080,bridge,hard,bridge,"What is the name of the recombinant human epidermal growth factor developed by the bioengineering subsidiary of Daewoong Co., Ltd. that is headquartered in the capital city of South Korea?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ081,comparison,hard,comparison,"Which documentary filmmaker, known for a 2006 HBO film depicting the Iraq war from a military hospital perspective, won three Emmy Awards for that work?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ082,bridge,hard,bridge,"In the historic walled city where a Northumbrian magnate was sent to rule after paying homage to William the Conqueror in March 1067, what is the name of the river that joins the Ouse at the confluence?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ083,comparison,hard,comparison,The city that hosts the temple which was the first in its state and featured a pioneering single-spire design is also served by an airport that was once called Fanning Field and ranks as the second-busiest in its state. What is the IATA code of that airport?,,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ084,comparison,hard,comparison,"Which author, recognized as a leading figure of late-20th century Southern literature and whose father was a United States Marine Corps colonel and member of the Black Sheep Squadron, wrote a memoir about his senior basketball season at The Citadel under a coach who served from 1960 to 1967?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ085,bridge,hard,bridge,"Considering the English indie pop band formed in 2005 whose song inspired the track co-written and co-produced by the English singer who performed live on the seventh series of The X Factor on 17 October 2010, what is the formation year of that band?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ086,bridge,hard,bridge,"The individual who co-anchors the morning program on MSNBC and also anchors a Sunday edition of the national morning show, and who departed from a specific early morning program leading to a meteorologist becoming a substitute host for that program, was born in what year?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ087,bridge,hard,bridge,"Among the rally drivers described in these documents who were born in the 1940s and achieved victories while driving for Lancia, which one also secured a manufacturers' world championship title for Lancia in the 1983 season as part of a team that included Markku Alén and Attilio Bettega?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ088,bridge,hard,bridge,"Which director, who served as the President of the Jury for the main competition at the festival where a Danish-Afghan drama film won the Art Cinema Award in the Directors' Fortnight section, is Australian?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ089,bridge,hard,bridge,"The American actor who was born in the fourth-largest city in Kentucky by population, which serves as the county seat of Daviess County and is the principal city of its metropolitan area — what is his full name?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ090,bridge,hard,bridge,"The Italian actress who directed a 2013 drama screened at Cannes and won a commendation from the Ecumenical Jury also starred in a 1988 American road comedy-drama directed by Barry Levinson; in that film, what is the name of the character she portrays, who is the girlfriend of the abrasive young wheeler-dealer played by Tom Cruise?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ091,bridge,hard,bridge,The Irish entertainer who performed as part of a late 1960s girl group alongside a radio disc-jockey born in February 1950 and a woman born in April 1952 later gave birth to a singer who joined a Celtic music ensemble as its youngest original member; what is the birth date of that younger singer?,,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ092,bridge,hard,bridge,The retired female javelin thrower from South Korea who achieved her personal best throw at the competition held at Busan Asiad Main Stadium — what was the distance of that personal best throw in metres?,,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ093,bridge,hard,bridge,"Which football club, founded in 1912 and a founder member of the Football League's Third Division in 1920, won the 93rd season of the main domestic football cup competition in Wales by winning both legs of the final against Shrewsbury Town?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ094,bridge,hard,bridge,The author of the novel subtitled 'A Tale of Manchester Life' also wrote a biography of Charlotte Brontë published in 1857; what was the maiden surname of this author?,,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ095,comparison,hard,comparison,"Which composer, born in the late 18th century and associated with the bel canto opera style, wrote the opera that premiered at the Teatro Valle in Rome on 4 February 1824 and was later renamed Don Gregorio for its Naples production?",,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ096,bridge,hard,bridge,The open-air museum situated in the town that hosts the zoological gardens owned by the society founded in 1935 occupies how many square metres of former industrial land?,,,0,,,,error: ModelCallError,,,
hotpot,nemotron,llm_only,hotpot_llm_only_zero_shot,BQ097,bridge,hard,bridge,The director who helmed the 2004 BBC television adaptation of an Anthony Trollope novel also directed a 2008 American comedy film starring Cameron Diaz and Ashton Kutcher; what is the title of that 2008 film?,,,0,,,,error: ModelCallError,,,
