model_id,valid_question,category,automatic_score,evaluation_status,scored_response,image_count,api_successes,api_failures,error,reasoning_text,finish_reason,raw_response_file,dataset,model,mode,prompt_style,question_id,question,ground_truth,model_response,exact_match,row_f1,precision,recall,eval_status,latency_seconds,input_tokens,output_tokens
mistralai/mistral-small-2603,True,arithmetic_aggregation,0,evaluated_incorrect,674,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F11,What is the total runtime of all movies released before 2000?,"answer_text
674 minutes",674,0,,,,evaluated_incorrect,2.947,11905,4
mistralai/mistral-small-2603,True,arithmetic_aggregation,0,evaluated_incorrect,130.33,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F12,What is the average runtime of movies released in or after 2010? Round the answer to two decimal places.,"answer_text
131.50 minutes",130.33,0,,,,evaluated_incorrect,3.125,11914,7
mistralai/mistral-small-2603,True,arithmetic_aggregation,0,evaluated_incorrect,8.80,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F13,What is the average IMDb rating of all movies directed by Christopher Nolan? Round the answer to two decimal places.,"answer_text
8.73",8.80,0,,,,evaluated_incorrect,3.267,11912,5
mistralai/mistral-small-2603,True,arithmetic_aggregation,0,evaluated_incorrect,8.68,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F14,"Among movies with runtime of at least 150 minutes, what is the average IMDb rating? Round the answer to two decimal places.","answer_text
8.67",8.68,0,,,,evaluated_incorrect,3.932,11918,5
mistralai/mistral-small-2603,True,arithmetic_aggregation,0,evaluated_incorrect,143.50,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F15,"Among movies with an IMDb rating of at least 8.5, what is the average runtime? Round the answer to two decimal places.","answer_text
157.43 minutes",143.50,0,,,,evaluated_incorrect,2.863,11918,7
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,Drama 8.52,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F16,"Among genres appearing in at least 4 movies, which genre has the highest average IMDb rating? Round the average to two decimal places.","answer_text
Drama - 8.49",Drama 8.52,0,,,,evaluated_incorrect,2.887,11917,8
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,Animation 342,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F17,"Among genres appearing in at least 4 movies, which genre has the lowest total runtime across all its movies? Report the genre and its total runtime in minutes.","answer_text
Animation - 426 minutes",Animation 342,0,,,,evaluated_incorrect,2.532,11921,6
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,Drama; 10,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F18,Which genre appears in the greatest number of movies in the dataset? Report the genre and the number of movies.,"answer_text
Drama - 11 movies",Drama; 10,0,,,,evaluated_incorrect,3.308,11911,7
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,Drama; 143.00,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F19,"Among genres appearing in at least 4 movies, which genre has the highest average runtime? Round the answer to two decimal places.","answer_text
Fantasy - 154.25 minutes",Drama; 143.00,0,,,,evaluated_incorrect,3.237,11915,11
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,Animation: 109.25,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F20,"Among genres appearing in at least 4 movies, which genre has the lowest average runtime? Round the answer to two decimal places.","answer_text
Animation - 106.50 minutes",Animation: 109.25,0,,,,evaluated_incorrect,3.169,11915,10
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,Adventure; 100.00%,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F21,"Among genres appearing in at least 4 movies, which genre has the highest proportion of its movies released in or after 2010? Report the genre and the percentage, rounded to two decimal places.","answer_text
Sci-Fi - 75.00%",Adventure; 100.00%,0,,,,evaluated_incorrect,3.872,11931,12
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,Drama 3,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F22,"Among genres appearing in at least 4 movies, which genre contains the greatest number of movies with an IMDb rating of at least 8.5? Report the genre and the number of qualifying movies.","answer_text
Drama - 6 movies",Drama 3,0,,,,evaluated_incorrect,2.961,11930,5
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,"Saving Private Ryan, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, The Wolf of Wall Street, Life of Pi",5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F23,"Using all 20 movies, identify the movies whose runtime is greater than the mean runtime plus 1 population standard deviation. Calculate the mean and population standard deviation as intermediate steps. Return only the movie titles.","answer_text
Saving Private Ryan; The Lord of the Rings: The Fellowship of the Ring; The Lord of the Rings: The Two Towers; The Wolf of Wall Street; Interstellar","Saving Private Ryan, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, The Wolf of Wall Street, Life of Pi",0,,,,evaluated_incorrect,2.953,11931,36
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,"Memento
Monsters Inc.
Toy Story 3
Black Swan
Jurassic World",5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F24,"Using all 20 movies, identify the movies whose runtime is less than the mean runtime minus 1 population standard deviation. Calculate the mean and population standard deviation as intermediate steps. Return only the movie titles.","answer_text
Monsters Inc.; Toy Story 3; How to Train Your Dragon; Black Swan","Memento
Monsters Inc.
Toy Story 3
Black Swan
Jurassic World",0,,,,evaluated_incorrect,3.217,11931,20
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,"American History X, The Dark Knight, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, Saving Private Ryan, The Matrix",5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F25,"Using all 20 movies, identify the movies whose IMDb rating is greater than the mean IMDb rating plus 1 population standard deviation. Calculate the mean and population standard deviation as intermediate steps. Return only the movie titles.","answer_text
The Lord of the Rings: The Fellowship of the Ring; The Lord of the Rings: The Two Towers; The Dark Knight","American History X, The Dark Knight, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, Saving Private Ryan, The Matrix",0,,,,evaluated_incorrect,2.961,11935,38
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,"The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, The Wolf of Wall Street, Life of Pi, Interstellar",5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F26,"Among Adventure movies only, which movies have runtime greater than the Adventure-movie mean runtime + 1 population standard deviation?","answer_text
The Lord of the Rings: The Fellowship of the Ring; The Lord of the Rings: The Two Towers; Interstellar","The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, The Wolf of Wall Street, Life of Pi, Interstellar",0,,,,evaluated_incorrect,2.812,11913,36
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,Monsters Inc.; Toy Story 3,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F27,"Among Adventure movies only, which movies have runtime less than the Adventure-movie mean runtime - 1 population standard deviation?","answer_text
Monsters Inc.; Toy Story 3; How to Train Your Dragon",Monsters Inc.; Toy Story 3,0,,,,evaluated_incorrect,3.134,11913,9
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,Saving Private Ryan,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F28,"Among Drama movies only, which movies have runtime greater than the Drama-movie mean runtime + 1 population standard deviation?","answer_text
The Lord of the Rings: The Fellowship of the Ring; The Lord of the Rings: The Two Towers",Saving Private Ryan,0,,,,evaluated_incorrect,3.13,11913,4
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,"The Matrix, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, The Dark Knight, The Wolf of Wall Street, Life of Pi",5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F29,"Among Action movies only, which movies have runtime greater than the Action-movie mean runtime + 1 population standard deviation?","answer_text
The Dark Knight","The Matrix, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, The Dark Knight, The Wolf of Wall Street, Life of Pi",0,,,,evaluated_incorrect,2.966,11913,39
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,The Matrix; Monsters Inc.; Toy Story 3,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F30,"Among Action movies only, which movies have runtime less than the Action-movie mean runtime - 1 population standard deviation?","answer_text
How to Train Your Dragon",The Matrix; Monsters Inc.; Toy Story 3,0,,,,evaluated_incorrect,2.874,11913,11
mistralai/mistral-small-2603,True,arithmetic_aggregation,0,evaluated_incorrect,497,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F31,What is the total runtime of all movies with an IMDb rating of at least 8.5?,"answer_text
1102 minutes",497,0,,,,evaluated_incorrect,3.273,11910,4
mistralai/mistral-small-2603,True,arithmetic_aggregation,0,evaluated_incorrect,"Before 2010 average runtime: 143.89
After 2010 average runtime: 136.88
Difference: 7.01",5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F32,"What is the difference between the average runtime of movies released before 2010 and movies released in or after 2010? Report both averages and the difference, rounded to two decimal places.","answer_text
Before 2010: 140.17 minutes; 2010 or after: 131.50 minutes; Difference: 8.67 minutes","Before 2010 average runtime: 143.89
After 2010 average runtime: 136.88
Difference: 7.01",0,,,,evaluated_incorrect,3.228,11931,42
mistralai/mistral-small-2603,True,arithmetic_aggregation,0,evaluated_incorrect,8.16,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F33,"Among movies with runtime less than 120 minutes, what is the average IMDb rating? Round the answer to two decimal places.","answer_text
8.21",8.16,0,,,,evaluated_incorrect,2.79,11917,5
mistralai/mistral-small-2603,True,arithmetic_aggregation,0,evaluated_incorrect,117.00,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F34,"Among movies with IMDb ratings from 8.0 through 8.4 inclusive, what is the average runtime? Round the answer to two decimal places.","answer_text
125.55 minutes",117.00,0,,,,evaluated_incorrect,2.791,11921,7
mistralai/mistral-small-2603,True,arithmetic_aggregation,0,evaluated_incorrect,285,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F35,What is the total runtime of all movies directed by Christopher Nolan?,"answer_text
434 minutes",285,0,,,,evaluated_incorrect,2.705,11902,4
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,Drama 71,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F36,"Among genres appearing in at least 4 movies, which genre has the largest runtime range, calculated as maximum runtime minus minimum runtime? Report the genre and its runtime range in minutes.","answer_text
Comedy - 88 minutes",Drama 71,0,,,,evaluated_incorrect,3.293,11925,6
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,Drama; 1998.00,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F37,"Among genres appearing in at least 4 movies, which genre has the highest average release year? Round the average year to two decimal places.","answer_text
Sci-Fi - 2010.00",Drama; 1998.00,0,,,,evaluated_incorrect,2.663,11917,12
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,Drama 6,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F38,"Among genres appearing in at least 4 movies, which genre contains the greatest number of movies released in or after 2010? Report the genre and the number of qualifying movies.","answer_text
Adventure - 5 movies",Drama 6,0,,,,evaluated_incorrect,3.202,11927,5
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,Drama; 709,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F39,"Among genres appearing in exactly 4 movies, which genre has the highest total runtime? Report the genre and its total runtime in minutes.","answer_text
Fantasy - 617 minutes",Drama; 709,0,,,,evaluated_incorrect,4.987,11916,8
mistralai/mistral-small-2603,True,genre_level_aggregation,0,evaluated_incorrect,"Drama: 8.45
Adventure: 8.53
Difference: 0.08",5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F40,"Compare Drama and Adventure movies. Which genre has the higher average IMDb rating, and what is the difference between their averages? Round averages and the difference to two decimal places.","answer_text
Drama - 8.49; Adventure - 8.24; Difference: 0.25","Drama: 8.45
Adventure: 8.53
Difference: 0.08",0,,,,evaluated_incorrect,4.54,11924,26
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,Saving Private Ryan; The Lord of the Rings: The Fellowship of the Ring; The Lord of the Rings: The Two Towers; The Wolf of Wall Street,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F41,"Among movies released before 2010, use the rule runtime > subset mean runtime + 1 population standard deviation. Which movies are runtime outliers?","answer_text
Saving Private Ryan; The Lord of the Rings: The Fellowship of the Ring; The Lord of the Rings: The Two Towers",Saving Private Ryan; The Lord of the Rings: The Fellowship of the Ring; The Lord of the Rings: The Two Towers; The Wolf of Wall Street,0,,,,evaluated_incorrect,3.32,11920,32
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,Saving Private Ryan,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F42,"Among movies released before 2010, use the rule runtime < subset mean runtime - 1 population standard deviation. Which movies are runtime outliers?","answer_text
Memento; Monsters Inc.",Saving Private Ryan,0,,,,evaluated_incorrect,2.881,11920,4
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,"Saving Private Ryan, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, The Wolf of Wall Street",5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F43,"Among movies released in or after 2010, use the rule runtime > subset mean runtime + 1 population standard deviation. Which movies are runtime outliers?","answer_text
The Wolf of Wall Street; Interstellar","Saving Private Ryan, The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, The Wolf of Wall Street",0,,,,evaluated_incorrect,3.411,11922,32
mistralai/mistral-small-2603,True,statistical_outlier_detection,0,evaluated_incorrect,Monsters Inc.,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F44,"Among movies released in or after 2010, use the rule runtime < subset mean runtime - 1 population standard deviation. Which movies are runtime outliers?","answer_text
Toy Story 3; How to Train Your Dragon",Monsters Inc.,0,,,,evaluated_incorrect,3.83,11922,5
mistralai/mistral-small-2603,True,statistical_outlier_detection,1,evaluated_exact,The Dark Knight,5,1,0,,,stop,results/mistral_small/imdb_20_final45/20260915T115734862118Z/imdb_20_final45_llm_only_zero_shot_raw.jsonl,imdb_20_final45,mistral_small,llm_only,imdb_20_final45_llm_only_zero_shot,F45,"Among Action movies only, use the rule IMDb rating > Action-movie mean rating + 1 population standard deviation. Which movies are rating outliers?","answer_text
The Dark Knight",The Dark Knight,1,,,,evaluated_exact,2.623,11919,4
