dataset,model,mode,prompt_style,question_id,question,ground_truth,model_response,exact_match,row_f1,precision,recall,eval_status,latency_seconds,input_tokens,output_tokens
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T11,"Among drivers classified as 'Finished' in the Australian Grand Prix 2009, which driver had the slowest average lap time over the course of the race?",Giancarlo Fisichella,"```sql
SELECT d.forename || ' ' || d.surname AS driver_name,
       AVG(lt.time) AS avg_lap_time
FROM drivers d
JOIN results r ON d.driverId = r.driverId
JOIN lap_times lt ON d.driverId = lt.driverId AND r.raceId = lt.raceId
WHERE r.raceId = (
    SELECT raceId
    FROM races
    WHERE year = 2009 AND name = 'Australian Grand Prix'
)
  AND r.statusId = (
    SELECT statusId
    FROM status
    WHERE status = 'Finished'
)
GROUP BY d.driverId
ORDER BY avg_lap_time DESC
LIMIT 1;
```",0,0.0,0.0,0.0,evaluated,1.437,24316,151
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T12,How many drivers retired (did not finish the race) in the Australian Grand Prix 2009?,4,"```sql
SELECT COUNT(*) AS retired_drivers_count
FROM results
WHERE raceId = (
    SELECT raceId
    FROM races
    WHERE year = 2009 AND name = 'Australian Grand Prix'
)
AND positionText != '1'
AND positionText != '2'
AND positionText != '3'
AND positionText != '4'
AND positionText != '5'
AND positionText != '6'
AND positionText != '7'
AND positionText != '8'
AND positionText != '9'
AND positionText != '10'
AND positionText != '11'
AND positionText != '12'
AND positionText != '13'
AND positionText != '14'
AND positionText != '15'
AND positionText != '16'
AND positionText != '17'
AND positionText != '18'
AND positionText != '19'
AND positionText != '20'
AND statusId NOT IN (
    SELECT statusId
    FROM status
    WHERE status LIKE '%Lap%'
    OR status LIKE '%collision%'
    OR status LIKE '%spun off%'
    OR status LIKE '%differential%'
    OR status LIKE '%suspension%'
    OR status LIKE '%disqualified%'
);
```",0,0.0,0.0,0.0,evaluated,1.975,24304,275
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T13,"After the Australian Grand Prix 2009, what is the points gap between the championship leader and the driver in second place in the Drivers' Championship?",2.0,"```sql
SELECT (SELECT points FROM driver_standings WHERE raceId = (SELECT raceId FROM races WHERE year = 2009 AND name = 'Australian Grand Prix') AND position = 1)
       -
       (SELECT points FROM driver_standings WHERE raceId = (SELECT raceId FROM races WHERE year = 2009 AND name = 'Australian Grand Prix') AND position = 2)
       AS points_gap;
```",1,1.0,1.0,1.0,evaluated,1.119,24314,95
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T14,"After the Australian Grand Prix 2009, how many drivers have accumulated more than 5 points in the Drivers' Championship standings?",3,"```sql
SELECT COUNT(DISTINCT driverId) FROM driver_standings WHERE raceId = (SELECT raceId FROM races WHERE year = 2009 AND name = 'Australian Grand Prix') AND points > 5;
```",1,1.0,1.0,1.0,evaluated,0.812,24310,49
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T15,Which constructor leads the Constructors' Championship after the Australian Grand Prix 2009?,Brawn,"```sql
SELECT constructors.name
FROM constructor_standings
JOIN constructors ON constructor_standings.constructorId = constructors.constructorId
WHERE constructor_standings.raceId = (
    SELECT raceId
    FROM races
    WHERE year = 2009 AND round = 1
)
ORDER BY constructor_standings.points DESC, constructor_standings.position ASC
LIMIT 1;
```",1,1.0,1.0,1.0,evaluated,0.993,24301,88
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T16,What is the total number of championship points awarded to all drivers combined in the Malaysian Grand Prix 2009?,19.5,"```sql
SELECT SUM(points) AS total_points_awarded
FROM results
WHERE raceId = (
    SELECT raceId
    FROM races
    WHERE year = 2009 AND name = 'Malaysian Grand Prix'
);
```",1,1.0,1.0,1.0,evaluated,1.091,15496,53
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T17,How many drivers are recorded with a 'Finished' status in the Malaysian Grand Prix 2009?,10,"```sql
SELECT COUNT(DISTINCT r.driverId) AS finished_drivers_count
FROM results r
JOIN races ra ON r.raceId = ra.raceId
JOIN status s ON r.statusId = s.statusId
WHERE ra.name = 'Malaysian Grand Prix'
  AND ra.year = 2009
  AND s.status = 'Finished';
```",1,1.0,1.0,1.0,evaluated,1.098,15494,82
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T18,What is the combined total number of laps completed by all drivers in the Malaysian Grand Prix 2009?,554,"```sql
SELECT SUM(laps) AS total_laps_completed FROM results WHERE raceId = (SELECT raceId FROM races WHERE year = 2009 AND name = 'Malaysian Grand Prix');
```",1,1.0,1.0,1.0,evaluated,1.189,15495,46
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T19,How many drivers scored at least one championship point in the Malaysian Grand Prix 2009?,8,"```sql
SELECT COUNT(DISTINCT driverId) FROM results WHERE raceId = 6 AND points > 0
```",1,1.0,1.0,1.0,evaluated,1.085,15492,26
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T20,What is the average number of championship points scored per driver in the Malaysian Grand Prix 2009? Give your answer rounded to 2 decimal places.,0.97,"```sql
SELECT ROUND(AVG(points), 2) AS avg_points_per_driver
FROM results
WHERE raceId = (
    SELECT raceId
    FROM races
    WHERE year = 2009 AND name = 'Malaysian Grand Prix'
);
```",1,1.0,1.0,1.0,evaluated,1.208,15504,58
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T21,Which driver gained the most positions from their starting grid slot to their final finishing position in the Malaysian Grand Prix 2009?,Nick Heidfeld,"```sql
SELECT
    d.forename || ' ' || d.surname AS driver_name,
    r.grid AS starting_grid,
    r.positionOrder AS finishing_position,
    (r.grid - r.positionOrder) AS positions_gained
FROM
    results r
JOIN
    drivers d ON r.driverId = d.driverId
JOIN
    races ra ON r.raceId = ra.raceId
WHERE
    ra.year = 2009
    AND ra.name = 'Malaysian Grand Prix'
    AND r.positionOrder IS NOT NULL
ORDER BY
    positions_gained DESC
LIMIT 1;
```",1,1.0,1.0,1.0,evaluated,1.417,15499,136
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T22,Which driver lost the most positions from their starting grid slot to their final finishing position in the Malaysian Grand Prix 2009?,Robert Kubica,"```sql
SELECT d.forename || ' ' || d.surname AS driver_name,
       r.grid AS starting_grid,
       r.positionOrder AS finishing_position,
       (r.grid - r.positionOrder) AS positions_lost
FROM results r
JOIN drivers d ON r.driverId = d.driverId
JOIN races ra ON r.raceId = ra.raceId
WHERE ra.year = 2009
  AND ra.name = 'Malaysian Grand Prix'
  AND r.grid IS NOT NULL
  AND r.positionOrder IS NOT NULL
ORDER BY positions_lost DESC
LIMIT 1;
```",0,0.0,0.0,0.0,evaluated,1.373,15499,132
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T23,Which constructor scored the most combined points across both their drivers in the Malaysian Grand Prix 2009?,Brawn,"```sql
SELECT c.name AS constructor_name, SUM(r.points) AS total_points
FROM results r
JOIN constructors c ON r.constructorId = c.constructorId
JOIN races ra ON r.raceId = ra.raceId
WHERE ra.name = 'Malaysian Grand Prix' AND ra.year = 2009
GROUP BY c.name
ORDER BY total_points DESC
LIMIT 1;
```",1,1.0,1.0,1.0,evaluated,0.885,15494,91
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T24,How many total points did Brawn score across both drivers in the Malaysian Grand Prix 2009?,7.0,"```sql
SELECT SUM(results.points) AS total_points
FROM results
JOIN races ON results.raceId = races.raceId
JOIN constructors ON results.constructorId = constructors.constructorId
WHERE races.name = 'Malaysian Grand Prix' AND races.year = 2009 AND constructors.name = 'Brawn';
```",1,1.0,1.0,1.0,evaluated,0.902,15494,73
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T25,Which driver set the single fastest individual lap time during the Malaysian Grand Prix 2009?,Jenson Button,"```sql
SELECT d.forename || ' ' || d.surname AS driver_name, MIN(lt.time) AS fastest_lap_time
FROM lap_times lt
JOIN drivers d ON lt.driverId = d.driverId
JOIN races r ON lt.raceId = r.raceId
WHERE r.name = 'Malaysian Grand Prix' AND r.year = 2009
GROUP BY lt.driverId, d.forename, d.surname
ORDER BY lt.milliseconds ASC
LIMIT 1;
```",1,1.0,1.0,1.0,evaluated,1.343,15492,112
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T26,"Among drivers classified as 'Finished' in the Malaysian Grand Prix 2009, which driver had the slowest average lap time over the course of the race?",Sébastien Bourdais,"```sql
SELECT d.forename || ' ' || d.surname AS driver_name,
       AVG(lt.time) AS avg_lap_time
FROM results r
JOIN drivers d ON r.driverId = d.driverId
JOIN lap_times lt ON r.raceId = lt.raceId AND r.driverId = lt.driverId
WHERE r.raceId = (
    SELECT raceId
    FROM races
    WHERE year = 2009 AND name = 'Malaysian Grand Prix'
)
  AND r.statusId = (
    SELECT statusId
    FROM status
    WHERE status = 'Finished'
)
GROUP BY d.driverId
ORDER BY avg_lap_time DESC
LIMIT 1;
```",0,0.0,0.0,0.0,evaluated,1.286,15506,153
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T27,How many drivers retired (did not finish the race) in the Malaysian Grand Prix 2009?,2,"```sql
SELECT COUNT(*) AS retired_drivers_count
FROM results
WHERE raceId = (
    SELECT raceId
    FROM races
    WHERE year = 2009 AND name = 'Malaysian Grand Prix'
)
AND positionText != '1'
AND positionText != '2'
AND positionText != '3'
AND positionText != '4'
AND positionText != '5'
AND positionText != '6'
AND positionText != '7'
AND positionText != '8'
AND positionText != '9'
AND positionText != '10'
AND positionText != '11'
AND positionText != '12'
AND positionText != '13'
AND positionText != '14'
AND positionText != '15'
AND positionText != '16'
AND positionText != '17'
AND positionText != '18'
AND positionText != '19'
AND positionText != '20'
AND statusId NOT IN (SELECT statusId FROM status WHERE status LIKE '%win%' OR status LIKE '%finished%' OR status LIKE '%class%');
```",1,1.0,1.0,1.0,evaluated,1.991,15494,233
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T28,"After the Malaysian Grand Prix 2009, what is the points gap between the championship leader and the driver in second place in the Drivers' Championship?",5.0,"```sql
SELECT (SELECT points FROM driver_standings WHERE raceId = (SELECT raceId FROM races WHERE year = 2009 AND name = 'Malaysian Grand Prix') ORDER BY positionOrder ASC LIMIT 1)
       -
       (SELECT points FROM driver_standings WHERE raceId = (SELECT raceId FROM races WHERE year = 2009 AND name = 'Malaysian Grand Prix') ORDER BY positionOrder ASC LIMIT 1 OFFSET 1)
       AS points_gap;
```",0,0.0,0.0,0.0,"sql_error: Execution failed on sql 'SELECT (SELECT points FROM driver_standings WHERE raceId = (SELECT raceId FROM races WHERE year = 2009 AND name = 'Malaysian Grand Prix') ORDER BY positionOrder ASC LIMIT 1)
       -
       (SELECT points FROM driver_standings WHERE raceId = (SELECT raceId FROM races WHERE year = 2009 AND name = 'Malaysian Grand Prix') ORDER BY positionOrder ASC LIMIT 1 OFFSET 1)
       AS points_gap;': no such column: positionOrder",1.136,15504,109
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T29,"After the Malaysian Grand Prix 2009, how many drivers have accumulated more than 5 points in the Drivers' Championship standings?",4,"```sql
SELECT COUNT(DISTINCT driverId) FROM driver_standings WHERE raceId = (SELECT raceId FROM races WHERE year = 2009 AND name = 'Malaysian Grand Prix') AND points > 5;
```",1,1.0,1.0,1.0,evaluated,0.746,15500,51
f1_racing,mistral_small,sql_detour,f1_racing_sql_detour_zero_shot,T30,Which constructor leads the Constructors' Championship after the Malaysian Grand Prix 2009?,Brawn,"```sql
SELECT constructors.name
FROM constructor_standings
JOIN constructors ON constructor_standings.constructorId = constructors.constructorId
WHERE constructor_standings.raceId = (
    SELECT raceId
    FROM races
    WHERE year = 2009 AND name = 'Malaysian Grand Prix'
)
ORDER BY constructor_standings.points DESC, constructor_standings.wins DESC
LIMIT 1;
```",1,1.0,1.0,1.0,evaluated,0.956,15491,93
