dataset,model,mode,prompt_style,question_id,q_type,q_level,q_category,question,ground_truth,model_response,exact_match,row_f1,precision,recall,eval_status,latency_seconds,input_tokens,output_tokens
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,BQ070,bridge,hard,bridge,"Among the individuals described across the provided texts who were affiliated with Princeton University and received a Nobel Prize in Physics, which one was born in the same year as the Hungarian-American physicist who emigrated from Hungary in 1957 and later worked at the Princeton Plasma Physics Laboratory?",Daniel Chee Tsui,Miklos Porkolab,0,0.0,0.0,0.0,evaluated,0.622,5459.0,8.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,BQ073,comparison,hard,comparison,"Among the publications described in the provided documents that are explicitly identified as magazines, which one is published by a company headquartered in Germany, and what is the name of that publishing company?",Bauer Media Group,Heat | Bauer Media Group,0,0.857143,0.75,1.0,evaluated,0.623,5245.0,6.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,BQ083,comparison,hard,comparison,The city that hosts the temple which was the first in its state and featured a pioneering single-spire design is also served by an airport that was once called Fanning Field and ranks as the second-busiest in its state. What is the IATA code of that airport?,IDA,KIDA,0,0.0,0.0,0.0,evaluated,0.506,4828.0,4.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,BQ092,bridge,hard,bridge,The retired female javelin thrower from South Korea who achieved her personal best throw at the competition held at Busan Asiad Main Stadium — what was the distance of that personal best throw in metres?,58.87,58.87 metres,0,0.666667,0.5,1.0,evaluated,0.447,4722.0,7.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,BQ093,bridge,hard,bridge,"Which football club, founded in 1912 and a founder member of the Football League's Third Division in 1920, won the 93rd season of the main domestic football cup competition in Wales by winning both legs of the final against Shrewsbury Town?",Newport County Association Football Club,Newport County,0,0.571429,1.0,0.4,evaluated,0.56,6301.0,4.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,BQ095,comparison,hard,comparison,"Which composer, born in the late 18th century and associated with the bel canto opera style, wrote the opera that premiered at the Teatro Valle in Rome on 4 February 1824 and was later renamed Don Gregorio for its Naples production?",Domenico Gaetano Maria Donizetti,Gaetano Donizetti,0,0.666667,1.0,0.5,evaluated,0.522,6212.0,6.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,BQ096,bridge,hard,bridge,The open-air museum situated in the town that hosts the zoological gardens owned by the society founded in 1935 occupies how many square metres of former industrial land?,105000,105000 m2,0,0.666667,0.5,1.0,evaluated,0.881,4824.0,9.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,CQ002,bridge,hard,arithmetic_chain,How old was Virginia Bruce when she starred in Let Freedom Ring?,29,72,0,0.0,0.0,0.0,evaluated,0.486,4275.0,3.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,CQ004,bridge,hard,formal_full_name,What is the full name of the captain of the Australian team that won the 1930 Ashes series?,"William Maldon ""Bill"" Woodfull",William Maldon Woodfull,0,0.857143,1.0,0.75,evaluated,1.671,8697.0,6.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,CQ006,bridge,hard,exact_position_title,"What role did Veda Hlubinka-Cook have in the making of this 1997 video game that takes place on the Orient Express, days before the start of World War I?",technical director,was model for character in The Last Express,0,0.0,0.0,0.0,evaluated,0.703,7748.0,9.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,CQ010,bridge,hard,exact_award_name,What award did the writer of Never Let Me Go novel win in 1989?,Man Booker Prize for Fiction,1989 Booker Prize,0,0.5,0.666667,0.4,evaluated,1.011,6268.0,7.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,CQ013,bridge,hard,cardinal_direction,"Mundo Perdido was influenced by an ancient Mesoamerican city located in a sub-valley of the Valley of Mexico, that is 40 km northeast of what modern day city?",Mexico City,Teotihuacan,0,0.0,0.0,0.0,evaluated,0.539,5869.0,6.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ001,comparison,extremely_hard,comparison,"Which film has a higher worldwide box office gross — the 2003 Peter Jackson film that concludes a trilogy set in Middle-earth, or the 2009 James Cameron film set on the moon Pandora? Give only the film title.",Avatar,King Kong,0,0.0,0.0,0.0,evaluated,1.213,155.0,3.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ003,comparison,extremely_hard,comparison,"Who has won more FIFA World Cup titles — the Brazilian forward who scored the opening goal in the 1970 World Cup final, or the Argentine who captained his country to the 1986 World Cup title? Give only the name.",Pele,Pelé,0,0.0,0.0,0.0,evaluated,0.505,155.0,3.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ004,bridge,extremely_hard,bridge,In what century was the birthplace of the director of the 1993 Spielberg film about the Holocaust founded as a city? Give only the century (e.g. 18th century).,18th century,No structured facts available,0,0.0,0.0,0.0,evaluated,0.693,144.0,5.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ005,bridge,extremely_hard,bridge,What year was the debut album released by the previous band of the lead vocalist of Soundgarden? Give only the year.,1991,No answer,0,0.0,0.0,0.0,evaluated,0.697,128.0,3.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ006,bridge,extremely_hard,bridge,What theorem is named after the doctoral advisor of the mathematician who first proved the unsolvability of the halting problem? Give only the theorem name.,Church,No structured facts available,0,0.0,0.0,0.0,evaluated,0.677,134.0,5.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ007,bridge,extremely_hard,arithmetic_chain,How many years after William Shakespeare died was Ludwig van Beethoven born? Give only the number.,154,No answer possible.,0,0.0,0.0,0.0,evaluated,1.1,121.0,5.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ008,bridge,extremely_hard,arithmetic_chain,"Add the gap in years between the founding of Apple Inc. and Microsoft, to the gap between the founding of Google and Amazon. Give only the total number.",5,No answer possible.,0,0.0,0.0,0.0,evaluated,0.806,135.0,5.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ011,bridge,extremely_hard,bridge,What is the name of the river that flows through the capital city of the country that won the 2018 FIFA World Cup? Give only the river name.,Seine,Moskva,0,0.0,0.0,0.0,evaluated,1.02,137.0,4.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ012,bridge,extremely_hard,bridge,What year was the city founded where the composer of The Four Seasons was born? Give only the year.,421,No structured facts available.,0,0.0,0.0,0.0,evaluated,0.417,124.0,6.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ013,bridge,extremely_hard,arithmetic_chain,How many years after the French Revolution began did Napoleon Bonaparte die? Give only the number.,32,No structured facts available.,0,0.0,0.0,0.0,evaluated,0.805,121.0,6.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ014,bridge,extremely_hard,bridge,What is the name of the physics rule that shares its name with the doctoral supervisor of the physicist who proposed the uncertainty principle? Give only the rule name.,Born rule,"Heisenberg | doctoral supervisor | Niels Bohr

Answer: Correspondence principle",0,0.0,0.0,0.0,evaluated,0.866,134.0,16.0
hotpot_sql,mistral_small,llm_only,hotpot_sql_facts_zero_shot,HQ015,comparison,extremely_hard,arithmetic_chain,Add the regnal number of the English king who ruled from 1509 to 1547 to the regnal number of the English king who ruled from 1760 to 1820. Give only the total.,11,8,0,0.0,0.0,0.0,evaluated,0.661,155.0,2.0
